S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2664,25/05/2020,Mizoram,1,0,1,0
2665,26/05/2020,Mizoram,1,0,1,0
2666,27/05/2020,Mizoram,1,0,1,0
2667,28/05/2020,Mizoram,1,0,1,0
2668,29/05/2020,Mizoram,1,0,1,0
2669,30/05/2020,Mizoram,1,0,1,0
2670,31/05/2020,Mizoram,1,0,1,0
2671,01/06/2020,Mizoram,1,0,1,0
2672,02/06/2020,Mizoram,1,0,1,0
2673,03/06/2020,Mizoram,13,12,1,0
2674,04/06/2020,Mizoram,14,13,1,0
2675,05/06/2020,Mizoram,17,16,1,0
2676,06/06/2020,Mizoram,22,21,1,0
2677,07/06/2020,Mizoram,24,23,1,0
2678,08/06/2020,Mizoram,34,33,1,0
2679,09/06/2020,Mizoram,42,41,1,0
2680,10/06/2020,Mizoram,88,87,1,0
2681,11/06/2020,Mizoram,93,92,1,0
2682,12/06/2020,Mizoram,102,101,1,0
2683,13/06/2020,Mizoram,104,103,1,0
2684,14/06/2020,Mizoram,107,106,1,0
2685,15/06/2020,Mizoram,112,111,1,0
2686,16/06/2020,Mizoram,117,116,1,0
2687,17/06/2020,Mizoram,121,120,1,0
2688,18/06/2020,Mizoram,121,120,1,0
2689,19/06/2020,Mizoram,130,129,1,0
2690,20/06/2020,Mizoram,130,129,1,0
2691,21/06/2020,Mizoram,140,131,9,0
2692,22/06/2020,Mizoram,141,132,9,0
2693,23/06/2020,Mizoram,141,132,9,0
2694,24/06/2020,Mizoram,142,133,9,0
2695,25/06/2020,Mizoram,142,123,19,0
2696,26/06/2020,Mizoram,145,115,30,0
2697,27/06/2020,Mizoram,145,115,30,0
2698,28/06/2020,Mizoram,148,93,55,0
2699,29/06/2020,Mizoram,148,93,55,0
2700,30/06/2020,Mizoram,148,93,55,0
2701,01/07/2020,Mizoram,160,38,122,0
2702,02/07/2020,Mizoram,160,37,123,0
2703,03/07/2020,Mizoram,162,36,126,0
2704,04/07/2020,Mizoram,162,36,126,0
2705,05/07/2020,Mizoram,164,34,130,0
2706,06/07/2020,Mizoram,186,56,130,0
2707,07/07/2020,Mizoram,197,64,133,0
2708,08/07/2020,Mizoram,197,64,133,0
2709,09/07/2020,Mizoram,197,64,133,0
2710,10/07/2020,Mizoram,197,64,133,0
2711,11/07/2020,Mizoram,226,83,143,0
2712,12/07/2020,Mizoram,227,77,150,0
2713,13/07/2020,Mizoram,231,81,150,0
2714,14/04/2020,Nagaland,1,1,0,0
2715,15/04/2020,Nagaland,0,0,0,0
2716,16/04/2020,Nagaland,0,0,0,0
2717,17/04/2020,Nagaland,0,0,0,0
2718,18/04/2020,Nagaland,0,0,0,0
2719,19/04/2020,Nagaland,0,0,0,0
2720,20/04/2020,Nagaland,0,0,0,0
2721,21/04/2020,Nagaland,0,0,0,0
2722,26/05/2020,Nagaland,3,3,0,0
2723,27/05/2020,Nagaland,4,4,0,0
2724,28/05/2020,Nagaland,4,4,0,0
2725,29/05/2020,Nagaland,18,18,0,0
2726,30/05/2020,Nagaland,25,25,0,0
2727,31/05/2020,Nagaland,36,36,0,0
2728,01/06/2020,Nagaland,43,43,0,0
2729,02/06/2020,Nagaland,43,43,0,0
2730,03/06/2020,Nagaland,49,49,0,0
2731,04/06/2020,Nagaland,58,58,0,0
2732,05/06/2020,Nagaland,80,80,0,0
2733,06/06/2020,Nagaland,94,94,0,0
2734,07/06/2020,Nagaland,107,107,0,0
2735,08/06/2020,Nagaland,118,110,8,0
2736,09/06/2020,Nagaland,123,115,8,0
2737,10/06/2020,Nagaland,127,117,10,0
2738,11/06/2020,Nagaland,128,106,22,0
2739,12/06/2020,Nagaland,128,106,22,0
2740,13/06/2020,Nagaland,156,107,49,0
2741,14/06/2020,Nagaland,163,87,76,0
2742,15/06/2020,Nagaland,168,80,88,0
2743,16/06/2020,Nagaland,177,85,92,0
2744,17/06/2020,Nagaland,179,87,92,0
2745,18/06/2020,Nagaland,193,90,103,0
2746,19/06/2020,Nagaland,193,90,103,0
2747,20/06/2020,Nagaland,198,73,125,0
2748,21/06/2020,Nagaland,201,63,138,0
2749,22/06/2020,Nagaland,211,70,141,0
2750,23/06/2020,Nagaland,280,139,141,0
2751,24/06/2020,Nagaland,330,189,141,0
2752,25/06/2020,Nagaland,347,199,148,0
2753,26/06/2020,Nagaland,355,195,160,0
2754,27/06/2020,Nagaland,371,209,162,0
2755,28/06/2020,Nagaland,387,223,164,0
2756,29/06/2020,Nagaland,415,251,164,0
2757,30/06/2020,Nagaland,434,266,168,0
2758,01/07/2020,Nagaland,459,291,168,0
2759,02/07/2020,Nagaland,459,291,168,0
2760,03/07/2020,Nagaland,501,319,182,0
2761,04/07/2020,Nagaland,539,311,228,0
2762,05/07/2020,Nagaland,563,335,228,0
2763,06/07/2020,Nagaland,590,359,231,0
2764,07/07/2020,Nagaland,625,382,243,0
2765,08/07/2020,Nagaland,625,382,243,0
2766,09/07/2020,Nagaland,657,353,304,0
2767,10/07/2020,Nagaland,673,369,304,0
2768,11/07/2020,Nagaland,732,428,304,0
2769,12/07/2020,Nagaland,748,435,313,0
2770,13/07/2020,Nagaland,774,447,327,0
2771,16/03/2020,Odisha,1,1,0,0
2772,17/03/2020,Odisha,1,1,0,0
2773,18/03/2020,Odisha,1,1,0,0
2774,19/03/2020,Odisha,1,1,0,0
2775,20/03/2020,Odisha,1,1,0,0
2776,21/03/2020,Odisha,2,2,0,0
2777,22/03/2020,Odisha,2,2,0,0
2778,23/03/2020,Odisha,2,2,0,0
2779,24/03/2020,Odisha,2,2,0,0
2780,25/03/2020,Odisha,2,2,0,0
2781,26/03/2020,Odisha,2,2,0,0
2782,27/03/2020,Odisha,2,2,0,0
2783,28/03/2020,Odisha,3,3,0,0
2784,29/03/2020,Odisha,3,3,0,0
2785,30/03/2020,Odisha,3,3,0,0
2786,31/03/2020,Odisha,3,3,0,0
2787,01/04/2020,Odisha,4,4,0,0
2788,02/04/2020,Odisha,4,4,0,0
2789,03/04/2020,Odisha,5,5,0,0
2790,04/04/2020,Odisha,5,5,0,0
2791,05/04/2020,Odisha,20,20,0,0
2792,06/04/2020,Odisha,21,19,2,0
2793,07/04/2020,Odisha,21,19,2,0
2794,08/04/2020,Odisha,42,39,2,1
2795,09/04/2020,Odisha,42,39,2,1
2796,10/04/2020,Odisha,44,41,2,1
2797,11/04/2020,Odisha,48,45,2,1
2798,12/04/2020,Odisha,50,47,2,1
2799,13/04/2020,Odisha,54,41,12,1
2800,14/04/2020,Odisha,54,41,12,1
2801,15/04/2020,Odisha,60,41,18,1
2802,16/04/2020,Odisha,60,41,18,1
2803,17/04/2020,Odisha,60,40,19,1
2804,18/04/2020,Odisha,60,40,19,1
2805,19/04/2020,Odisha,61,36,24,1
2806,20/04/2020,Odisha,68,43,24,1
2807,21/04/2020,Odisha,74,49,24,1
2808,22/04/2020,Odisha,79,54,24,1
2809,23/04/2020,Odisha,83,50,32,1
2810,24/04/2020,Odisha,90,56,33,1
2811,25/04/2020,Odisha,94,60,33,1
2812,26/04/2020,Odisha,94,60,33,1
2813,27/04/2020,Odisha,103,67,35,1
2814,28/04/2020,Odisha,118,80,37,1
2815,29/04/2020,Odisha,118,79,38,1
2816,30/04/2020,Odisha,125,85,39,1
2817,01/05/2020,Odisha,142,102,39,1
2818,02/05/2020,Odisha,149,93,55,1
2819,03/05/2020,Odisha,157,100,56,1
2820,04/05/2020,Odisha,162,105,56,1
2821,05/05/2020,Odisha,169,108,60,1
2822,06/05/2020,Odisha,175,114,60,1
2823,07/05/2020,Odisha,185,122,61,2
2824,08/05/2020,Odisha,219,155,62,2
2825,09/05/2020,Odisha,271,206,63,2
2826,10/05/2020,Odisha,294,229,63,2
2827,11/05/2020,Odisha,377,306,68,3
2828,12/05/2020,Odisha,414,326,85,3
2829,13/05/2020,Odisha,437,318,116,3
2830,14/05/2020,Odisha,538,392,143,3
2831,15/05/2020,Odisha,611,450,158,3
2832,16/05/2020,Odisha,672,503,166,3
2833,17/05/2020,Odisha,737,538,196,3
2834,18/05/2020,Odisha,828,604,220,4
2835,19/05/2020,Odisha,876,652,220,4
2836,20/05/2020,Odisha,978,696,277,5
2837,21/05/2020,Odisha,1052,739,307,6
2838,22/05/2020,Odisha,1103,703,393,7
2839,23/05/2020,Odisha,1189,746,436,7
2840,24/05/2020,Odisha,1269,765,497,7
2841,25/05/2020,Odisha,1336,779,550,7
2842,26/05/2020,Odisha,1438,782,649,7
2843,27/05/2020,Odisha,1517,777,733,7
2844,28/05/2020,Odisha,1593,853,733,7
2845,29/05/2020,Odisha,1660,766,887,7
2846,30/05/2020,Odisha,1723,829,887,7
2847,31/05/2020,Odisha,1819,762,1050,7
2848,01/06/2020,Odisha,1948,815,1126,7
2849,02/06/2020,Odisha,2104,852,1245,7
2850,03/06/2020,Odisha,2245,913,1325,7
2851,04/06/2020,Odisha,2388,965,1416,7
2852,05/06/2020,Odisha,2478,1055,1416,7
2853,06/06/2020,Odisha,2608,996,1604,8
2854,07/06/2020,Odisha,2781,1057,1716,8
2855,08/06/2020,Odisha,2856,953,1894,9
2856,09/06/2020,Odisha,2994,992,1993,9
2857,10/06/2020,Odisha,3140,998,2133,9
2858,11/06/2020,Odisha,3250,959,2282,9
2859,12/06/2020,Odisha,3386,1023,2354,9
2860,13/06/2020,Odisha,3498,1014,2474,10
2861,14/06/2020,Odisha,3723,1119,2594,10
2862,15/06/2020,Odisha,3909,1190,2708,11
2863,16/06/2020,Odisha,4055,1190,2854,11
2864,17/06/2020,Odisha,4163,1178,2974,11
2865,18/06/2020,Odisha,4338,1280,3047,11
2866,19/06/2020,Odisha,4512,1357,3144,11
2867,20/06/2020,Odisha,4677,1369,3297,11
2868,21/06/2020,Odisha,4856,1310,3534,12
2869,22/06/2020,Odisha,5160,1426,3720,14
2870,23/06/2020,Odisha,5303,1425,3863,15
2871,24/06/2020,Odisha,5470,1465,3988,17
2872,25/06/2020,Odisha,5752,1612,4123,17
2873,26/06/2020,Odisha,5962,1654,4291,17
2874,27/06/2020,Odisha,6180,1741,4422,17
2875,28/06/2020,Odisha,6350,1726,4606,18
2876,29/06/2020,Odisha,6614,1850,4743,21
2877,30/06/2020,Odisha,6859,1890,4946,23
2878,01/07/2020,Odisha,7065,1851,5189,25
2879,02/07/2020,Odisha,7316,1938,5353,25
2880,03/07/2020,Odisha,7545,2016,5502,27
2881,04/07/2020,Odisha,8106,2372,5705,29
2882,05/07/2020,Odisha,8601,2633,5934,34
2883,06/07/2020,Odisha,9070,2810,6224,36
2884,07/07/2020,Odisha,9526,3002,6486,38
2885,08/07/2020,Odisha,10097,3352,6703,42
2886,09/07/2020,Odisha,10624,3570,7006,48
2887,10/07/2020,Odisha,11201,3742,7407,52
2888,11/07/2020,Odisha,11956,3928,7972,56
2889,12/07/2020,Odisha,12526,4105,8360,61
2890,13/07/2020,Odisha,13121,4307,8750,64
2891,19/03/2020,Puducherry,1,1,0,0
2892,20/03/2020,Puducherry,1,1,0,0
2893,21/03/2020,Puducherry,1,1,0,0
2894,22/03/2020,Puducherry,1,1,0,0
2895,23/03/2020,Puducherry,1,1,0,0
2896,24/03/2020,Puducherry,1,1,0,0
2897,25/03/2020,Puducherry,1,1,0,0
2898,26/03/2020,Puducherry,1,1,0,0
2899,27/03/2020,Puducherry,1,1,0,0
2900,28/03/2020,Puducherry,1,1,0,0
2901,29/03/2020,Puducherry,1,1,0,0
2902,30/03/2020,Puducherry,1,1,0,0
2903,31/03/2020,Puducherry,1,1,0,0
2904,01/04/2020,Puducherry,1,1,0,0
2905,02/04/2020,Puducherry,3,2,1,0
2906,03/04/2020,Puducherry,3,2,1,0
2907,04/04/2020,Puducherry,5,4,1,0
2908,05/04/2020,Puducherry,5,4,1,0
2909,06/04/2020,Puducherry,5,4,1,0
2910,07/04/2020,Puducherry,5,4,1,0
2911,08/04/2020,Puducherry,5,4,1,0
2912,09/04/2020,Puducherry,5,4,1,0
2913,10/04/2020,Puducherry,5,4,1,0
2914,11/04/2020,Puducherry,5,4,1,0
2915,12/04/2020,Puducherry,7,6,1,0
2916,13/04/2020,Puducherry,7,6,1,0
2917,14/04/2020,Puducherry,7,6,1,0
2918,15/04/2020,Puducherry,7,6,1,0
2919,16/04/2020,Puducherry,7,6,1,0
2920,17/04/2020,Puducherry,7,6,1,0
2921,18/04/2020,Puducherry,7,6,1,0
2922,19/04/2020,Puducherry,7,4,3,0
2923,20/04/2020,Puducherry,7,4,3,0
2924,21/04/2020,Puducherry,7,4,3,0
2925,22/04/2020,Puducherry,7,4,3,0
2926,23/04/2020,Puducherry,7,4,3,0
2927,24/04/2020,Puducherry,7,4,3,0
2928,25/04/2020,Puducherry,7,4,3,0
2929,26/04/2020,Puducherry,7,4,3,0
2930,27/04/2020,Puducherry,7,4,3,0
2931,28/04/2020,Puducherry,8,5,3,0
2932,29/04/2020,Puducherry,8,5,3,0
2933,30/04/2020,Puducherry,8,5,3,0
2934,01/05/2020,Puducherry,8,3,5,0
2935,02/05/2020,Puducherry,8,3,5,0
2936,03/05/2020,Puducherry,8,3,5,0
2937,04/05/2020,Puducherry,8,3,5,0
2938,05/05/2020,Puducherry,8,3,5,0
2939,06/05/2020,Puducherry,9,3,6,0
2940,07/05/2020,Puducherry,9,3,6,0
2941,08/05/2020,Puducherry,9,3,6,0
2942,09/05/2020,Puducherry,9,3,6,0
2943,10/05/2020,Puducherry,9,3,6,0
2944,11/05/2020,Puducherry,9,3,6,0
2945,12/05/2020,Puducherry,12,6,6,0
2946,13/05/2020,Puducherry,13,3,9,1
2947,14/05/2020,Puducherry,13,3,9,1
2948,15/05/2020,Puducherry,13,3,9,1
2949,16/05/2020,Puducherry,13,3,9,1
2950,17/05/2020,Puducherry,13,3,9,1
2951,18/05/2020,Puducherry,13,3,9,1
2952,19/05/2020,Puducherry,18,8,9,1
2953,20/05/2020,Puducherry,18,8,9,1
2954,21/05/2020,Puducherry,18,9,9,0
2955,22/05/2020,Puducherry,20,10,10,0
2956,23/05/2020,Puducherry,26,16,10,0
2957,24/05/2020,Puducherry,26,16,10,0
2958,25/05/2020,Puducherry,41,29,12,0
2959,26/05/2020,Puducherry,41,29,12,0
2960,27/05/2020,Puducherry,46,34,12,0
2961,28/05/2020,Puducherry,46,34,12,0
2962,29/05/2020,Puducherry,51,37,14,0
2963,30/05/2020,Puducherry,51,37,14,0
2964,31/05/2020,Puducherry,51,37,14,0
2965,01/06/2020,Puducherry,70,45,25,0
2966,02/06/2020,Puducherry,74,49,25,0
2967,03/06/2020,Puducherry,82,57,25,0
2968,04/06/2020,Puducherry,82,57,25,0
2969,05/06/2020,Puducherry,82,57,25,0
2970,06/06/2020,Puducherry,99,63,36,0
2971,07/06/2020,Puducherry,99,63,36,0
2972,08/06/2020,Puducherry,99,63,36,0
2973,09/06/2020,Puducherry,127,75,52,0
2974,10/06/2020,Puducherry,127,75,52,0
2975,11/06/2020,Puducherry,127,74,53,0
2976,12/06/2020,Puducherry,157,88,67,2
2977,13/06/2020,Puducherry,157,88,67,2
2978,14/06/2020,Puducherry,176,92,82,2
2979,15/06/2020,Puducherry,194,98,91,5
2980,16/06/2020,Puducherry,202,102,95,5
2981,17/06/2020,Puducherry,216,111,99,6
2982,18/06/2020,Puducherry,245,129,109,7
2983,19/06/2020,Puducherry,271,155,109,7
2984,20/06/2020,Puducherry,286,161,118,7
2985,21/06/2020,Puducherry,286,161,118,7
2986,22/06/2020,Puducherry,366,218,140,8
2987,23/06/2020,Puducherry,383,226,149,8
2988,24/06/2020,Puducherry,402,228,165,9
2989,25/06/2020,Puducherry,461,276,176,9
2990,26/06/2020,Puducherry,502,306,187,9
2991,27/06/2020,Puducherry,502,306,187,9
2992,28/06/2020,Puducherry,619,388,221,10
2993,29/06/2020,Puducherry,619,388,221,10
2994,30/06/2020,Puducherry,619,388,221,10
2995,01/07/2020,Puducherry,714,430,272,12
2996,02/07/2020,Puducherry,714,430,272,12
2997,03/07/2020,Puducherry,802,459,331,12
2998,04/07/2020,Puducherry,802,459,331,12
2999,05/07/2020,Puducherry,802,459,331,12
3000,06/07/2020,Puducherry,802,459,331,12
3001,07/07/2020,Puducherry,802,459,331,12
3002,08/07/2020,Puducherry,930,482,434,14
3003,09/07/2020,Puducherry,1008,514,480,14
3004,10/07/2020,Puducherry,1151,553,584,14
3005,11/07/2020,Puducherry,1272,618,637,17
3006,12/07/2020,Puducherry,1337,629,690,18
3007,13/07/2020,Puducherry,1418,661,739,18
3008,12/03/2020,Punjab,1,1,0,0
3009,13/03/2020,Punjab,1,1,0,0
3010,14/03/2020,Punjab,1,1,0,0
3011,15/03/2020,Punjab,1,1,0,0
3012,16/03/2020,Punjab,1,1,0,0
3013,17/03/2020,Punjab,1,1,0,0
3014,18/03/2020,Punjab,1,1,0,0
3015,19/03/2020,Punjab,1,1,0,0
3016,20/03/2020,Punjab,2,1,0,1
3017,21/03/2020,Punjab,2,1,0,1
3018,22/03/2020,Punjab,21,20,0,1
3019,23/03/2020,Punjab,21,20,0,1
3020,24/03/2020,Punjab,21,20,0,1
3021,25/03/2020,Punjab,29,28,0,1
3022,26/03/2020,Punjab,33,32,0,1
3023,27/03/2020,Punjab,33,32,0,1
3024,28/03/2020,Punjab,38,36,1,1
3025,29/03/2020,Punjab,38,36,1,1
3026,30/03/2020,Punjab,38,36,1,1
3027,31/03/2020,Punjab,41,37,1,3
3028,01/04/2020,Punjab,41,37,1,3
3029,02/04/2020,Punjab,46,41,1,4
3030,03/04/2020,Punjab,46,41,1,4
3031,04/04/2020,Punjab,53,47,1,5
3032,05/04/2020,Punjab,57,51,1,5
3033,06/04/2020,Punjab,68,58,4,6
3034,07/04/2020,Punjab,76,66,4,6
3035,08/04/2020,Punjab,91,80,4,7
3036,09/04/2020,Punjab,101,89,4,8
3037,10/04/2020,Punjab,101,89,4,8
3038,11/04/2020,Punjab,132,116,5,11
3039,12/04/2020,Punjab,151,135,5,11
3040,13/04/2020,Punjab,151,135,5,11
3041,14/04/2020,Punjab,167,142,14,11
3042,15/04/2020,Punjab,176,150,14,12
3043,16/04/2020,Punjab,186,146,27,13
3044,17/04/2020,Punjab,186,146,27,13
3045,18/04/2020,Punjab,202,162,27,13
3046,19/04/2020,Punjab,202,162,27,13
3047,20/04/2020,Punjab,219,172,31,16
3048,21/04/2020,Punjab,245,191,38,16
3049,22/04/2020,Punjab,245,190,39,16
3050,23/04/2020,Punjab,251,186,49,16
3051,24/04/2020,Punjab,277,196,65,16
3052,25/04/2020,Punjab,298,214,67,17
3053,26/04/2020,Punjab,298,214,67,17
3054,27/04/2020,Punjab,313,224,71,18
3055,28/04/2020,Punjab,313,224,71,18
3056,29/04/2020,Punjab,322,232,71,19
3057,30/04/2020,Punjab,357,248,90,19
3058,01/05/2020,Punjab,357,248,90,19
3059,02/05/2020,Punjab,480,371,90,19
3060,03/05/2020,Punjab,772,640,112,20
3061,04/05/2020,Punjab,1102,964,117,21
3062,05/05/2020,Punjab,1233,1089,121,23
3063,06/05/2020,Punjab,1451,1293,133,25
3064,07/05/2020,Punjab,1516,1354,135,27
3065,08/05/2020,Punjab,1644,1467,149,28
3066,09/05/2020,Punjab,1731,1550,152,29
3067,10/05/2020,Punjab,1762,1574,157,31
3068,11/05/2020,Punjab,1823,1626,166,31
3069,12/05/2020,Punjab,1877,1678,168,31
3070,13/05/2020,Punjab,1914,1711,171,32
3071,14/05/2020,Punjab,1924,1692,200,32
3072,15/05/2020,Punjab,1935,1680,223,32
3073,16/05/2020,Punjab,1935,1598,305,32
3074,17/05/2020,Punjab,1946,657,1257,32
3075,18/05/2020,Punjab,1964,563,1366,35
3076,19/05/2020,Punjab,1980,396,1547,37
3077,20/05/2020,Punjab,2002,322,1642,38
3078,21/05/2020,Punjab,2005,173,1794,38
3079,22/05/2020,Punjab,2028,170,1819,39
3080,23/05/2020,Punjab,2029,143,1847,39
3081,24/05/2020,Punjab,2045,136,1870,39
3082,25/05/2020,Punjab,2060,122,1898,40
3083,26/05/2020,Punjab,2060,122,1898,40
3084,27/05/2020,Punjab,2106,148,1918,40
3085,28/05/2020,Punjab,2139,181,1918,40
3086,29/05/2020,Punjab,2158,172,1946,40
3087,30/05/2020,Punjab,2197,206,1949,42
3088,31/05/2020,Punjab,2233,222,1967,44
3089,01/06/2020,Punjab,2263,231,1987,45
3090,02/06/2020,Punjab,2301,256,2000,45
3091,03/06/2020,Punjab,2342,279,2017,46
3092,04/06/2020,Punjab,2376,300,2029,47
3093,05/06/2020,Punjab,2415,325,2043,47
3094,06/06/2020,Punjab,2461,344,2069,48
3095,07/06/2020,Punjab,2515,373,2092,50
3096,08/06/2020,Punjab,2608,451,2106,51
3097,09/06/2020,Punjab,2663,482,2128,53
3098,10/06/2020,Punjab,2719,497,2167,55
3099,11/06/2020,Punjab,2805,518,2232,55
3100,12/06/2020,Punjab,2887,569,2259,59
3101,13/06/2020,Punjab,2986,641,2282,63
3102,14/06/2020,Punjab,3063,671,2327,65
3103,15/06/2020,Punjab,3140,717,2356,67
3104,16/06/2020,Punjab,3267,753,2443,71
3105,17/06/2020,Punjab,3371,838,2461,72
3106,18/06/2020,Punjab,3497,881,2538,78
3107,19/06/2020,Punjab,3615,962,2570,83
3108,20/06/2020,Punjab,3832,1104,2636,92
3109,21/06/2020,Punjab,3952,1176,2678,98
3110,22/06/2020,Punjab,4074,1275,2700,99
3111,23/06/2020,Punjab,4235,1309,2825,101
3112,24/06/2020,Punjab,4397,1245,3047,105
3113,25/06/2020,Punjab,4627,1415,3099,113
3114,26/06/2020,Punjab,4769,1457,3192,120
3115,27/06/2020,Punjab,4957,1634,3201,122
3116,28/06/2020,Punjab,5056,1608,3320,128
3117,29/06/2020,Punjab,5216,1557,3526,133
3118,30/06/2020,Punjab,5418,1516,3764,138
3119,01/07/2020,Punjab,5568,1557,3867,144
3120,02/07/2020,Punjab,5668,1652,3867,149
3121,03/07/2020,Punjab,5784,1488,4144,152
3122,04/07/2020,Punjab,5937,1514,4266,157
3123,05/07/2020,Punjab,6109,1641,4306,162
3124,06/07/2020,Punjab,6283,1711,4408,164
3125,07/07/2020,Punjab,6491,1828,4494,169
3126,08/07/2020,Punjab,6749,2020,4554,175
3127,09/07/2020,Punjab,6907,1901,4828,178
3128,10/07/2020,Punjab,7140,2012,4945,183
3129,11/07/2020,Punjab,7357,2153,5017,187
3130,12/07/2020,Punjab,7587,2352,5040,195
3131,13/07/2020,Punjab,7821,2230,5392,199
3132,12/03/2020,Rajasthan,3,3,0,0
3133,13/03/2020,Rajasthan,3,3,0,0
3134,14/03/2020,Rajasthan,3,2,1,0
3135,15/03/2020,Rajasthan,4,4,0,0
3136,16/03/2020,Rajasthan,4,1,3,0
3137,17/03/2020,Rajasthan,4,1,3,0
3138,18/03/2020,Rajasthan,4,1,3,0
3139,19/03/2020,Rajasthan,7,4,3,0
3140,20/03/2020,Rajasthan,7,4,3,0
3141,21/03/2020,Rajasthan,17,14,3,0
3142,22/03/2020,Rajasthan,24,21,3,0
3143,23/03/2020,Rajasthan,28,25,3,0
3144,24/03/2020,Rajasthan,33,30,3,0
3145,25/03/2020,Rajasthan,32,29,3,0
3146,26/03/2020,Rajasthan,38,35,3,0
3147,27/03/2020,Rajasthan,41,38,3,0
3148,28/03/2020,Rajasthan,54,51,3,0
3149,29/03/2020,Rajasthan,54,51,3,0
3150,30/03/2020,Rajasthan,57,54,3,0
3151,31/03/2020,Rajasthan,74,71,3,0
3152,01/04/2020,Rajasthan,93,90,3,0
3153,02/04/2020,Rajasthan,108,105,3,0
3154,03/04/2020,Rajasthan,133,130,3,0
3155,04/04/2020,Rajasthan,179,176,3,0
3156,05/04/2020,Rajasthan,200,179,21,0
3157,06/04/2020,Rajasthan,253,232,21,0
3158,07/04/2020,Rajasthan,288,264,21,3
3159,08/04/2020,Rajasthan,328,304,21,3
3160,09/04/2020,Rajasthan,381,357,21,3
3161,10/04/2020,Rajasthan,463,439,21,3
3162,11/04/2020,Rajasthan,553,529,21,3
3163,12/04/2020,Rajasthan,700,676,21,3
3164,13/04/2020,Rajasthan,772,748,21,3
3165,14/04/2020,Rajasthan,873,849,21,3
3166,15/04/2020,Rajasthan,969,819,147,3
3167,16/04/2020,Rajasthan,1023,873,147,3
3168,17/04/2020,Rajasthan,1131,964,164,3
3169,18/04/2020,Rajasthan,1229,1035,183,11
3170,19/04/2020,Rajasthan,1351,1157,183,11
3171,20/04/2020,Rajasthan,1478,1281,183,14
3172,21/04/2020,Rajasthan,1576,1346,205,25
3173,22/04/2020,Rajasthan,1659,1404,230,25
3174,23/04/2020,Rajasthan,1890,1633,230,27
3175,24/04/2020,Rajasthan,1964,1707,230,27
3176,25/04/2020,Rajasthan,2034,1777,230,27
3177,26/04/2020,Rajasthan,2083,1557,493,33
3178,27/04/2020,Rajasthan,2185,1634,518,33
3179,28/04/2020,Rajasthan,2262,1547,669,46
3180,29/04/2020,Rajasthan,2364,1545,768,51
3181,30/04/2020,Rajasthan,2438,1619,768,51
3182,01/05/2020,Rajasthan,2584,1690,836,58
3183,02/05/2020,Rajasthan,2666,1488,1116,62
3184,03/05/2020,Rajasthan,2770,1584,1121,65
3185,04/05/2020,Rajasthan,2886,1459,1356,71
3186,05/05/2020,Rajasthan,3061,1590,1394,77
3187,06/05/2020,Rajasthan,3158,1544,1525,89
3188,07/05/2020,Rajasthan,3317,1629,1596,92
3189,08/05/2020,Rajasthan,3427,1734,1596,97
3190,09/05/2020,Rajasthan,3579,1562,1916,101
3191,10/05/2020,Rajasthan,3708,1576,2026,106
3192,11/05/2020,Rajasthan,3814,1531,2176,107
3193,12/05/2020,Rajasthan,3988,1611,2264,113
3194,13/05/2020,Rajasthan,4126,1631,2378,117
3195,14/05/2020,Rajasthan,4328,1748,2459,121
3196,15/05/2020,Rajasthan,4534,1829,2580,125
3197,16/05/2020,Rajasthan,4727,1925,2677,125
3198,17/05/2020,Rajasthan,4960,1995,2839,126
3199,18/05/2020,Rajasthan,5202,2079,2992,131
3200,19/05/2020,Rajasthan,5507,2151,3218,138
3201,20/05/2020,Rajasthan,5845,2365,3337,143
3202,21/05/2020,Rajasthan,6015,2464,3404,147
3203,22/05/2020,Rajasthan,6227,2591,3485,151
3204,23/05/2020,Rajasthan,6494,2661,3680,153
3205,24/05/2020,Rajasthan,6742,2796,3786,160
3206,25/05/2020,Rajasthan,7028,3017,3848,163
3207,26/05/2020,Rajasthan,7300,3182,3951,167
3208,27/05/2020,Rajasthan,7536,3195,4171,170
3209,28/05/2020,Rajasthan,7703,3073,4457,173
3210,29/05/2020,Rajasthan,8067,3070,4817,180
3211,30/05/2020,Rajasthan,8365,2937,5244,184
3212,31/05/2020,Rajasthan,8617,2685,5739,193
3213,01/06/2020,Rajasthan,8831,2710,5927,194
3214,02/06/2020,Rajasthan,8980,2742,6040,198
3215,03/06/2020,Rajasthan,9373,2735,6435,203
3216,04/06/2020,Rajasthan,9652,2699,6744,209
3217,05/06/2020,Rajasthan,9862,2545,7104,213
3218,06/06/2020,Rajasthan,10084,2507,7359,218
3219,07/06/2020,Rajasthan,10331,2599,7501,231
3220,08/06/2020,Rajasthan,10599,2718,7641,240
3221,09/06/2020,Rajasthan,10763,2513,8004,246
3222,10/06/2020,Rajasthan,11245,2662,8328,255
3223,11/06/2020,Rajasthan,11600,2772,8569,259
3224,12/06/2020,Rajasthan,11838,2798,8775,265
3225,13/06/2020,Rajasthan,12068,2898,8898,272
3226,14/06/2020,Rajasthan,12401,2782,9337,282
3227,15/06/2020,Rajasthan,12694,2836,9566,292
3228,16/06/2020,Rajasthan,12981,2895,9785,301
3229,17/06/2020,Rajasthan,13216,3059,9849,308
3230,18/06/2020,Rajasthan,13542,2762,10467,313
